Zmienna;Typ informacji;Jednostka terytorialna;Płeć;Wiek - pojedyncze roczniki;Szereg czasowy;Wartość
Ludność;[osoba];POLSKA;Ogółem;14 lat;2005;535150
Ludność;[osoba];POLSKA;Mężczyźni;74 lata;2005;105021
Ludność;[osoba];POLSKA;Mężczyźni;8 lat;2005;208694
Ludność;[osoba];POLSKA;Ogółem;30 lat;2005;591717
Ludność;[osoba];POLSKA;Ogółem;25 lat;2005;642162
Ludność;[osoba];POLSKA;Kobiety;31 lat;2005;281504
Ludność;[osoba];POLSKA;Mężczyźni;88 lat;2005;8523
Ludność;[osoba];POLSKA;Kobiety;60 lat;2005;166680
Ludność;[osoba];POLSKA;Kobiety;55 lat;2005;288667
Ludność;[osoba];POLSKA;Kobiety;5 lat;2005;183329
Ludność;[osoba];POLSKA;Kobiety;64 lata;2005;166510
Ludność;[osoba];POLSKA;Kobiety;75 lat;2005;164832
Ludność;[osoba];POLSKA;Kobiety;80 lat;2005;121006
Ludność;[osoba];POLSKA;Kobiety;86 lat;2005;43654
Ludność;[osoba];POLSKA;Ogółem;99 lat;2005;1519
Ludność;[osoba];POLSKA;Kobiety;7 lat;2005;190504
Ludność;[osoba];POLSKA;Kobiety;65 lat;2005;175434
Ludność;[osoba];POLSKA;Ogółem;6 lat;2005;380551
Ludność;[osoba];POLSKA;Ogółem;49 lat;2005;620922
Ludność;[osoba];POLSKA;Ogółem;54 lata;2005;576740
Ludność;[osoba];POLSKA;Kobiety;87 lat;2005;27185
Ludność;[osoba];POLSKA;Kobiety;76 lat;2005;150412
Ludność;[osoba];POLSKA;Kobiety;70 lat;2005;173969
Ludność;[osoba];POLSKA;Mężczyźni;89 lat;2005;7098
Ludność;[osoba];POLSKA;Mężczyźni;72 lata;2005;109314
Ludność;[osoba];POLSKA;Mężczyźni;18 lat;2005;298251
Ludność;[osoba];POLSKA;Mężczyźni;12 lat;2005;247011
Ludność;[osoba];POLSKA;Mężczyźni;94 lata;2005;2379
Ludność;[osoba];POLSKA;Kobiety;18 lat;2005;284180
Ludność;[osoba];POLSKA;Kobiety;45 lat;2005;281071
Ludność;[osoba];POLSKA;Kobiety;34 lata;2005;252112
Ludność;[osoba];POLSKA;Kobiety;4 lata;2005;176752
Ludność;[osoba];POLSKA;Kobiety;66 lat;2005;176797
Ludność;[osoba];POLSKA;Ogółem;92 lata;2005;19468
Ludność;[osoba];POLSKA;Kobiety;74 lata;2005;163754
Ludność;[osoba];POLSKA;Ogółem;98 lat;2005;2365
Ludność;[osoba];POLSKA;Ogółem;87 lat;2005;37085
Ludność;[osoba];POLSKA;Ogółem;65 lat;2005;312152
Ludność;[osoba];POLSKA;Ogółem;56 lat;2005;524099
Ludność;[osoba];POLSKA;Ogółem;7 lat;2005;391640
Ludność;[osoba];POLSKA;Mężczyźni;53 lata;2005;284074
Ludność;[osoba];POLSKA;Mężczyźni;92 lata;2005;4752
Ludność;[osoba];POLSKA;Mężczyźni;7 lat;2005;201136
Ludność;[osoba];POLSKA;Mężczyźni;64 lata;2005;133830
Ludność;[osoba];POLSKA;Mężczyźni;86 lat;2005;17038
Ludność;[osoba];POLSKA;Mężczyźni;80 lat;2005;56602
Ludność;[osoba];POLSKA;Mężczyźni;75 lat;2005;101197
Ludność;[osoba];POLSKA;Mężczyźni;31 lat;2005;290106
Ludność;[osoba];POLSKA;Mężczyźni;26 lat;2005;321178
Ludność;[osoba];POLSKA;Mężczyźni;90 lat;2005;6053
Ludność;[osoba];POLSKA;Kobiety;95 lat;2005;6290
Ludność;[osoba];POLSKA;Ogółem;0lat;2005;362651
Ludność;[osoba];POLSKA;Mężczyźni;48 lat;2005;307704
Ludność;[osoba];POLSKA;Kobiety;35 lat;2005;245804
Ludność;[osoba];POLSKA;Mężczyźni;84 lata;2005;27187
Ludność;[osoba];POLSKA;Kobiety;48 lat;2005;316946
Ludność;[osoba];POLSKA;Mężczyźni;13 lat;2005;258085
Ludność;[osoba];POLSKA;Kobiety;59 lat;2005;228605
Ludność;[osoba];POLSKA;Kobiety;53 lata;2005;305070
Ludność;[osoba];POLSKA;Kobiety;21 lat;2005;331572
Ludność;[osoba];POLSKA;Kobiety;27 lat;2005;303726
Ludność;[osoba];POLSKA;Kobiety;16 lat;2005;270831
Ludność;[osoba];POLSKA;Kobiety;10 lat;2005;214519
Ludność;[osoba];POLSKA;Kobiety;43 lata;2005;252049
Ludność;[osoba];POLSKA;Kobiety;38 lat;2005;230348
Ludność;[osoba];POLSKA;Ogółem;73 lata;2005;275245
Ludność;[osoba];POLSKA;Ogółem;79 lat;2005;184143
Ludność;[osoba];POLSKA;Mężczyźni;62 lata;2005;131542
Ludność;[osoba];POLSKA;Mężczyźni;57 lat;2005;240230
Ludność;[osoba];POLSKA;Mężczyźni;51 lat;2005;292954
Ludność;[osoba];POLSKA;Ogółem;97 lat;2005;3436
Ludność;[osoba];POLSKA;Kobiety;79 lat;2005;123875
Ludność;[osoba];POLSKA;Ogółem;86 lat;2005;60692
Ludność;[osoba];POLSKA;Ogółem;91 lat;2005;24836
Ludność;[osoba];POLSKA;Kobiety;97 lat;2005;2648
Ludność;[osoba];POLSKA;Ogółem;74 lata;2005;268775
Ludność;[osoba];POLSKA;Ogółem;8 lat;2005;407249
Ludność;[osoba];POLSKA;Mężczyźni;69 lat;2005;127720
Ludność;[osoba];POLSKA;Mężczyźni;63 lata;2005;127182
Ludność;[osoba];POLSKA;Mężczyźni;52 lata;2005;289093
Ludność;[osoba];POLSKA;Mężczyźni;17 lat;2005;291310
Ludność;[osoba];POLSKA;Mężczyźni;11 lat;2005;236578
Ludność;[osoba];POLSKA;Mężczyźni;93 lata;2005;3478
Ludność;[osoba];POLSKA;Mężczyźni;33 lata;2005;270034
Ludność;[osoba];POLSKA;Mężczyźni;28 lat;2005;308280
Ludność;[osoba];POLSKA;Mężczyźni;39 lat;2005;236660
Ludność;[osoba];POLSKA;Mężczyźni;22 lata;2005;350274
Ludność;[osoba];POLSKA;Kobiety;67 lat;2005;175399
Ludność;[osoba];POLSKA;Kobiety;6 lat;2005;185556
Ludność;[osoba];POLSKA;Kobiety;54 lata;2005;300932
Ludność;[osoba];POLSKA;Kobiety;49 lat;2005;315830
Ludność;[osoba];POLSKA;Kobiety;89 lat;2005;20536
Ludność;[osoba];POLSKA;Kobiety;83 lata;2005;83753
Ludność;[osoba];POLSKA;Kobiety;72 lata;2005;161754
Ludność;[osoba];POLSKA;Ogółem;52 lata;2005;596617
Ludność;[osoba];POLSKA;Ogółem;63 lata;2005;283710
Ludność;[osoba];POLSKA;Ogółem;58 lat;2005;471436
Ludność;[osoba];POLSKA;Ogółem;72 lata;2005;271068
Ludność;[osoba];POLSKA;Ogółem;78 lat;2005;196726
Ludność;[osoba];POLSKA;Ogółem;67 lat;2005;306253
Ludność;[osoba];POLSKA;Mężczyźni;50 lat;2005;306355
Ludność;[osoba];POLSKA;Mężczyźni;45 lat;2005;276766
Ludność;[osoba];POLSKA;Ogółem;11 lat;2005;463944
Ludność;[osoba];POLSKA;Ogółem;22 lata;2005;689795
Ludność;[osoba];POLSKA;Ogółem;17 lat;2005;570190
Ludność;[osoba];POLSKA;Mężczyźni;99 lat;2005;344
Ludność;[osoba];POLSKA;Ogółem;42 lata;2005;499977
Ludność;[osoba];POLSKA;Ogółem;95 lat;2005;8147
Ludność;[osoba];POLSKA;Ogółem;9 lat;2005;426848
Ludność;[osoba];POLSKA;Ogółem;59 lat;2005;427175
Ludność;[osoba];POLSKA;Kobiety;63 lata;2005;156528
Ludność;[osoba];POLSKA;Mężczyźni;65 lat;2005;136718
Ludność;[osoba];POLSKA;Mężczyźni;81 lat;2005;46376
Ludność;[osoba];POLSKA;Mężczyźni;6 lat;2005;194995
Ludność;[osoba];POLSKA;Mężczyźni;54 lata;2005;275808
Ludność;[osoba];POLSKA;Mężczyźni;76 lat;2005;88958
Ludność;[osoba];POLSKA;Mężczyźni;27 lat;2005;312132
Ludność;[osoba];POLSKA;Mężczyźni;91 lat;2005;5999
Ludność;[osoba];POLSKA;Kobiety;96 lat;2005;3890
Ludność;[osoba];POLSKA;Kobiety;90 lat;2005;18406
Ludność;[osoba];POLSKA;Mężczyźni;25 lat;2005;325251
Ludność;[osoba];POLSKA;Mężczyźni;36 lat;2005;241639
Ludność;[osoba];POLSKA;Kobiety;100 lat i więcej;2005;1910
Ludność;[osoba];POLSKA;Ogółem;100 lat i więcej;2005;2454
Ludność;[osoba];POLSKA;Mężczyźni;47 lat;2005;303764
Ludność;[osoba];POLSKA;Kobiety;94 lata;2005;8227
Ludność;[osoba];POLSKA;Mężczyźni;3 lata;2005;181294
Ludność;[osoba];POLSKA;Ogółem;1 rok;2005;354223
Ludność;[osoba];POLSKA;Mężczyźni;46 lat;2005;293004
Ludność;[osoba];POLSKA;Mężczyźni;40 lat;2005;240713
Ludność;[osoba];POLSKA;Ogółem;26 lat;2005;632321
Ludność;[osoba];POLSKA;Ogółem;77 lat;2005;222549
Ludność;[osoba];POLSKA;Ogółem;71 lat;2005;282957
Ludność;[osoba];POLSKA;Ogółem;66 lat;2005;311846
Ludność;[osoba];POLSKA;Mężczyźni;55 lat;2005;264606
Ludność;[osoba];POLSKA;Mężczyźni;60 lat;2005;142194
Ludność;[osoba];POLSKA;Ogółem;82 lata;2005;137566
Ludność;[osoba];POLSKA;Kobiety;22 lata;2005;339521
Ludność;[osoba];POLSKA;Kobiety;11 lat;2005;227366
Ludność;[osoba];POLSKA;Kobiety;33 lata;2005;262516
Ludność;[osoba];POLSKA;Kobiety;39 lat;2005;232317
Ludność;[osoba];POLSKA;Kobiety;44 lata;2005;262476
Ludność;[osoba];POLSKA;Kobiety;68 lat;2005;176149
Ludność;[osoba];POLSKA;Kobiety;99 lat;2005;1175
Ludność;[osoba];POLSKA;Ogółem;27 lat;2005;615858
Ludność;[osoba];POLSKA;Ogółem;38 lat;2005;465205
Ludność;[osoba];POLSKA;Ogółem;23 lata;2005;662237
Ludność;[osoba];POLSKA;Ogółem;32 lata;2005;548752
Ludność;[osoba];POLSKA;Ogółem;12 lat;2005;483194
Ludność;[osoba];POLSKA;Ogółem;13 lat;2005;505031
Ludność;[osoba];POLSKA;Ogółem;2 lata;2005;348971
Ludność;[osoba];POLSKA;Ogółem;36 lat;2005;477714
Ludność;[osoba];POLSKA;Ogółem;19 lat;2005;612228
Ludność;[osoba];POLSKA;Ogółem;41 lat;2005;488813
Ludność;[osoba];POLSKA;Mężczyźni;95 lat;2005;1857
Ludność;[osoba];POLSKA;Kobiety;91 lat;2005;18837
Ludność;[osoba];POLSKA;Mężczyźni;5 lat;2005;192997
Ludność;[osoba];POLSKA;Mężczyźni;44 lata;2005;261667
Ludność;[osoba];POLSKA;Kobiety;0lat;2005;176261
Ludność;[osoba];POLSKA;Kobiety;25 lat;2005;316911
Ludność;[osoba];POLSKA;Kobiety;78 lat;2005;128756
Ludność;[osoba];POLSKA;Ogółem;43 lata;2005;505403
Ludność;[osoba];POLSKA;Ogółem;96 lat;2005;4971
Ludność;[osoba];POLSKA;Ogółem;90 lat;2005;24459
Ludność;[osoba];POLSKA;Mężczyźni;61 lat;2005;136850
Ludność;[osoba];POLSKA;Mężczyźni;67 lat;2005;130854
Ludność;[osoba];POLSKA;Ogółem;83 lata;2005;119010
Ludność;[osoba];POLSKA;Mężczyźni;83 lata;2005;35257
Ludność;[osoba];POLSKA;Mężczyźni;78 lat;2005;67970
Ludność;[osoba];POLSKA;Mężczyźni;56 lat;2005;248908
Ludność;[osoba];POLSKA;Ogółem;39 lat;2005;468977
Ludność;[osoba];POLSKA;Ogółem;33 lata;2005;532550
Ludność;[osoba];POLSKA;Ogółem;28 lat;2005;606920
Ludność;[osoba];POLSKA;Kobiety;29 lat;2005;301541
Ludność;[osoba];POLSKA;Kobiety;12 lat;2005;236183
Ludność;[osoba];POLSKA;Kobiety;23 lata;2005;324877
Ludność;[osoba];POLSKA;Ogółem;53 lata;2005;589144
Ludność;[osoba];POLSKA;Ogółem;48 lat;2005;624650
Ludność;[osoba];POLSKA;Kobiety;85 lat;2005;56149
Ludność;[osoba];POLSKA;Kobiety;69 lat;2005;178610
Ludność;[osoba];POLSKA;Kobiety;8 lat;2005;198555
Ludność;[osoba];POLSKA;Mężczyźni;87 lat;2005;9900
Ludność;[osoba];POLSKA;Ogółem;64 lata;2005;300340
Ludność;[osoba];POLSKA;Ogółem;80 lat;2005;177608
Ludność;[osoba];POLSKA;Ogółem;75 lat;2005;266029
Ludność;[osoba];POLSKA;Mężczyźni;59 lat;2005;198570
Ludność;[osoba];POLSKA;Mężczyźni;49 lat;2005;305092
Ludność;[osoba];POLSKA;Mężczyźni;1 rok;2005;182341
Ludność;[osoba];POLSKA;Mężczyźni;15 lat;2005;281009
Ludność;[osoba];POLSKA;Mężczyźni;20 lat;2005;334544
Ludność;[osoba];POLSKA;Mężczyźni;42 lata;2005;250887
Ludność;[osoba];POLSKA;Mężczyźni;37 lat;2005;238650
Ludność;[osoba];POLSKA;Kobiety;13 lat;2005;246946
Ludność;[osoba];POLSKA;Kobiety;3 lata;2005;171057
Ludność;[osoba];POLSKA;Kobiety;19 lat;2005;299948
Ludność;[osoba];POLSKA;Kobiety;24 lata;2005;311296
Ludność;[osoba];POLSKA;Kobiety;46 lat;2005;297660
Ludność;[osoba];POLSKA;Kobiety;40 lat;2005;236757
Ludność;[osoba];POLSKA;Ogółem;37 lat;2005;471602
Ludność;[osoba];POLSKA;Ogółem;15 lat;2005;549190
Ludność;[osoba];POLSKA;Mężczyźni;97 lat;2005;788
Ludność;[osoba];POLSKA;Ogółem;20 lat;2005;656368
Ludność;[osoba];POLSKA;Ogółem;31 lat;2005;571610
Ludność;[osoba];POLSKA;Mężczyźni;66 lat;2005;135049
Ludność;[osoba];POLSKA;Ogółem;62 lata;2005;290444
Ludność;[osoba];POLSKA;Mężczyźni;82 lata;2005;41899
Ludność;[osoba];POLSKA;Mężczyźni;77 lat;2005;80286
Ludność;[osoba];POLSKA;Mężczyźni;71 lat;2005;114989
Ludność;[osoba];POLSKA;Ogółem;68 lat;2005;305349
Ludność;[osoba];POLSKA;Kobiety;62 lata;2005;158902
Ludność;[osoba];POLSKA;Kobiety;57 lat;2005;267059
Ludność;[osoba];POLSKA;Kobiety;51 lat;2005;310042
Ludność;[osoba];POLSKA;Kobiety;9 lat;2005;208003
Ludność;[osoba];POLSKA;Kobiety;73 lata;2005;166988
Ludność;[osoba];POLSKA;Kobiety;84 lata;2005;65042
Ludność;[osoba];POLSKA;Ogółem;18 lat;2005;582431
Ludność;[osoba];POLSKA;Ogółem;69 lat;2005;306330
Ludność;[osoba];POLSKA;Ogółem;29 lat;2005;611068
Ludność;[osoba];POLSKA;Ogółem;4 lata;2005;362435
Ludność;[osoba];POLSKA;Ogółem;34 lata;2005;509914
Ludność;[osoba];POLSKA;Ogółem;85 lat;2005;79695
Ludność;[osoba];POLSKA;Ogółem;3 lata;2005;352351
Ludność;[osoba];POLSKA;Ogółem;24 lata;2005;631766
Ludność;[osoba];POLSKA;Ogółem;40 lat;2005;477470
Ludność;[osoba];POLSKA;Ogółem;35 lat;2005;498076
Ludność;[osoba];POLSKA;Ogółem;57 lat;2005;507289
Ludność;[osoba];POLSKA;Ogółem;88 lat;2006;31837
Ludność;[osoba];POLSKA;Ogółem;93 lata;2006;15191
Ludność;[osoba];POLSKA;Mężczyźni;96 lat;2006;1327
Ludność;[osoba];POLSKA;Ogółem;51 lat;2006;620653
Ludność;[osoba];POLSKA;Ogółem;46 lat;2006;555034
Ludność;[osoba];POLSKA;Kobiety;20 lat;2006;299533
Ludność;[osoba];POLSKA;Kobiety;15 lat;2006;260751
Ludność;[osoba];POLSKA;Kobiety;26 lat;2006;315944
Ludność;[osoba];POLSKA;Kobiety;1 rok;2006;176184
Ludność;[osoba];POLSKA;Kobiety;42 lata;2006;242163
Ludność;[osoba];POLSKA;Kobiety;37 lat;2006;235640
Ludność;[osoba];POLSKA;Kobiety;2 lata;2006;171733
Ludność;[osoba];POLSKA;Kobiety;14 lat;2006;246823
Ludność;[osoba];POLSKA;Kobiety;41 lat;2006;236253
Ludność;[osoba];POLSKA;Kobiety;30 lat;2006;300906
Ludność;[osoba];POLSKA;Kobiety;36 lat;2006;245343
Ludność;[osoba];POLSKA;Kobiety;81 lat;2006;113669
Ludność;[osoba];POLSKA;Kobiety;76 lat;2006;159461
Ludność;[osoba];POLSKA;Ogółem;47 lat;2006;587411
Ludność;[osoba];POLSKA;Ogółem;94 lata;2006;11910
Ludność;[osoba];POLSKA;Ogółem;89 lat;2006;26445
Ludność;[osoba];POLSKA;Ogółem;61 lat;2006;304482
Ludność;[osoba];POLSKA;Mężczyźni;29 lat;2006;307220
Ludność;[osoba];POLSKA;Mężczyźni;4 lata;2006;181154
Ludność;[osoba];POLSKA;Mężczyźni;23 lata;2006;348591
Ludność;[osoba];POLSKA;Mężczyźni;34 lata;2006;269217
Ludność;[osoba];POLSKA;Kobiety;98 lat;2006;1843
Ludność;[osoba];POLSKA;Kobiety;92 lata;2006;15245
Ludność;[osoba];POLSKA;Kobiety;58 lat;2006;265247
Ludność;[osoba];POLSKA;Kobiety;47 lat;2006;296727
Ludność;[osoba];POLSKA;Kobiety;52 lata;2006;308741
Ludność;[osoba];POLSKA;Kobiety;82 lata;2006;96882
Ludność;[osoba];POLSKA;Kobiety;88 lat;2006;23502
Ludność;[osoba];POLSKA;Kobiety;77 lat;2006;144726
Ludność;[osoba];POLSKA;Ogółem;76 lat;2006;254425
Ludność;[osoba];POLSKA;Ogółem;50 lat;2006;616811
Ludność;[osoba];POLSKA;Ogółem;45 lat;2006;521694
Ludność;[osoba];POLSKA;Ogółem;70 lat;2006;298488
Ludność;[osoba];POLSKA;Mężczyźni;54 lata;2006;280296
Ludność;[osoba];POLSKA;Ogółem;81 lat;2006;165034
Ludność;[osoba];POLSKA;Mężczyźni;70 lat;2006;122850
Ludność;[osoba];POLSKA;Mężczyźni;21 lat;2006;333124
Ludność;[osoba];POLSKA;Mężczyźni;16 lat;2006;280762
Ludność;[osoba];POLSKA;Mężczyźni;10 lat;2006;218677
Ludność;[osoba];POLSKA;Mężczyźni;32 lata;2006;289297
Ludność;[osoba];POLSKA;Mężczyźni;2 lata;2006;182191
Ludność;[osoba];POLSKA;Mężczyźni;0lat;2006;191554
Ludność;[osoba];POLSKA;Mężczyźni;14 lat;2006;257873
Ludność;[osoba];POLSKA;Mężczyźni;41 lat;2006;239610
Ludność;[osoba];POLSKA;Mężczyźni;30 lat;2006;308461
Ludność;[osoba];POLSKA;Mężczyźni;100 lat i więcej;2006;680
Ludność;[osoba];POLSKA;Mężczyźni;9 lat;2006;208535
Ludność;[osoba];POLSKA;Mężczyźni;35 lat;2006;256990
Ludność;[osoba];POLSKA;Mężczyźni;19 lat;2006;297059
Ludność;[osoba];POLSKA;Kobiety;32 lata;2006;281017
Ludność;[osoba];POLSKA;Kobiety;56 lat;2006;286950
Ludność;[osoba];POLSKA;Kobiety;50 lat;2006;314596
Ludność;[osoba];POLSKA;Kobiety;61 lat;2006;165297
Ludność;[osoba];POLSKA;Ogółem;60 lat;2006;421442
Ludność;[osoba];POLSKA;Ogółem;82 lata;2006;138627
Ludność;[osoba];POLSKA;Mężczyźni;73 lata;2006;104025
Ludność;[osoba];POLSKA;Mężczyźni;79 lat;2006;62776
Ludność;[osoba];POLSKA;Mężczyźni;98 lat;2006;538
Ludność;[osoba];POLSKA;Mężczyźni;68 lat;2006;126337
Ludność;[osoba];POLSKA;Kobiety;28 lat;2006;302942
Ludność;[osoba];POLSKA;Ogółem;55 lat;2006;571282
Ludność;[osoba];POLSKA;Ogółem;44 lata;2006;503147
Ludność;[osoba];POLSKA;Ogółem;21 lat;2006;654410
Ludność;[osoba];POLSKA;Ogółem;5 lat;2006;362119
Ludność;[osoba];POLSKA;Ogółem;10 lat;2006;426502
Ludność;[osoba];POLSKA;Ogółem;16 lat;2006;548787
Ludność;[osoba];POLSKA;Mężczyźni;85 lat;2006;23741
Ludność;[osoba];POLSKA;Mężczyźni;58 lat;2006;236038
Ludność;[osoba];POLSKA;Mężczyźni;8 lat;2006;200965
Ludność;[osoba];POLSKA;Ogółem;14 lat;2006;504696
Ludność;[osoba];POLSKA;Mężczyźni;74 lata;2006;102703
Ludność;[osoba];POLSKA;Ogółem;30 lat;2006;609367
Ludność;[osoba];POLSKA;Kobiety;31 lat;2006;291966
Ludność;[osoba];POLSKA;Kobiety;55 lat;2006;299306
Ludność;[osoba];POLSKA;Mężczyźni;88 lat;2006;8335
Ludność;[osoba];POLSKA;Kobiety;60 lat;2006;226786
Ludność;[osoba];POLSKA;Kobiety;5 lat;2006;176604
Ludność;[osoba];POLSKA;Kobiety;64 lata;2006;154966
Ludność;[osoba];POLSKA;Kobiety;75 lat;2006;159035
Ludność;[osoba];POLSKA;Kobiety;80 lat;2006;117262
Ludność;[osoba];POLSKA;Kobiety;86 lat;2006;50235
Ludność;[osoba];POLSKA;Ogółem;99 lat;2006;1673
Ludność;[osoba];POLSKA;Kobiety;7 lat;2006;185396
Ludność;[osoba];POLSKA;Kobiety;65 lat;2006;164687
Ludność;[osoba];POLSKA;Ogółem;6 lat;2006;375994
Ludność;[osoba];POLSKA;Ogółem;54 lata;2006;583864
Ludność;[osoba];POLSKA;Ogółem;49 lat;2006;620683
Ludność;[osoba];POLSKA;Kobiety;87 lat;2006;38179
Ludność;[osoba];POLSKA;Kobiety;70 lat;2006;175638
Ludność;[osoba];POLSKA;Mężczyźni;89 lat;2006;7030
Ludność;[osoba];POLSKA;Mężczyźni;72 lata;2006;109862
Ludność;[osoba];POLSKA;Mężczyźni;83 lata;2006;37437
Ludność;[osoba];POLSKA;Mężczyźni;18 lat;2006;290208
Ludność;[osoba];POLSKA;Mężczyźni;12 lat;2006;236411
Ludność;[osoba];POLSKA;Mężczyźni;94 lata;2006;2599
Ludność;[osoba];POLSKA;Kobiety;18 lat;2006;278726
Ludność;[osoba];POLSKA;Kobiety;45 lat;2006;261729
Ludność;[osoba];POLSKA;Kobiety;34 lata;2006;262090
Ludność;[osoba];POLSKA;Kobiety;4 lata;2006;170921
Ludność;[osoba];POLSKA;Kobiety;66 lat;2006;173411
Ludność;[osoba];POLSKA;Ogółem;92 lata;2006;19962
Ludność;[osoba];POLSKA;Kobiety;74 lata;2006;162657
Ludność;[osoba];POLSKA;Ogółem;98 lat;2006;2381
Ludność;[osoba];POLSKA;Ogółem;87 lat;2006;52627
Ludność;[osoba];POLSKA;Ogółem;65 lat;2006;294697
Ludność;[osoba];POLSKA;Ogółem;56 lat;2006;547490
Ludność;[osoba];POLSKA;Ogółem;7 lat;2006;380215
Ludność;[osoba];POLSKA;Mężczyźni;92 lata;2006;4717
Ludność;[osoba];POLSKA;Mężczyźni;7 lat;2006;194819
Ludność;[osoba];POLSKA;Mężczyźni;64 lata;2006;123980
Ludność;[osoba];POLSKA;Mężczyźni;86 lat;2006;20308
Ludność;[osoba];POLSKA;Mężczyźni;80 lat;2006;55301
Ludność;[osoba];POLSKA;Mężczyźni;75 lat;2006;99192
Ludność;[osoba];POLSKA;Mężczyźni;42 lata;2006;244736
Ludność;[osoba];POLSKA;Mężczyźni;31 lat;2006;298265
Ludność;[osoba];POLSKA;Mężczyźni;26 lat;2006;323865
Ludność;[osoba];POLSKA;Mężczyźni;90 lat;2006;5752
Ludność;[osoba];POLSKA;Kobiety;95 lat;2006;6151
Ludność;[osoba];POLSKA;Ogółem;0lat;2006;372595
Ludność;[osoba];POLSKA;Mężczyźni;48 lat;2006;301218
Ludność;[osoba];POLSKA;Kobiety;35 lat;2006;251727
Ludność;[osoba];POLSKA;Mężczyźni;84 lata;2006;31131
Ludność;[osoba];POLSKA;Kobiety;48 lat;2006;309581
Ludność;[osoba];POLSKA;Mężczyźni;13 lat;2006;246849
Ludność;[osoba];POLSKA;Kobiety;59 lat;2006;247725
Ludność;[osoba];POLSKA;Kobiety;53 lata;2006;306167
Ludność;[osoba];POLSKA;Kobiety;27 lat;2006;310242
Ludność;[osoba];POLSKA;Kobiety;16 lat;2006;268025
Ludność;[osoba];POLSKA;Kobiety;10 lat;2006;207825
Ludność;[osoba];POLSKA;Kobiety;21 lat;2006;321286
Ludność;[osoba];POLSKA;Kobiety;43 lata;2006;248443
Ludność;[osoba];POLSKA;Kobiety;38 lat;2006;232521
Ludność;[osoba];POLSKA;Ogółem;73 lata;2006;262048
Ludność;[osoba];POLSKA;Ogółem;79 lat;2006;185497
Ludność;[osoba];POLSKA;Mężczyźni;62 lata;2006;133828
Ludność;[osoba];POLSKA;Mężczyźni;57 lat;2006;244949
Ludność;[osoba];POLSKA;Mężczyźni;51 lat;2006;302976
Ludność;[osoba];POLSKA;Ogółem;97 lat;2006;3539
Ludność;[osoba];POLSKA;Kobiety;79 lat;2006;122721
Ludność;[osoba];POLSKA;Ogółem;86 lat;2006;70543
Ludność;[osoba];POLSKA;Ogółem;91 lat;2006;19875
Ludność;[osoba];POLSKA;Kobiety;97 lat;2006;2776
Ludność;[osoba];POLSKA;Ogółem;74 lata;2006;265360
Ludność;[osoba];POLSKA;Ogółem;8 lat;2006;391332
Ludność;[osoba];POLSKA;Mężczyźni;69 lat;2006;124672
Ludność;[osoba];POLSKA;Mężczyźni;52 lata;2006;289673
Ludność;[osoba];POLSKA;Mężczyźni;63 lata;2006;128442
Ludność;[osoba];POLSKA;Mężczyźni;17 lat;2006;283998
Ludność;[osoba];POLSKA;Mężczyźni;11 lat;2006;223921
Ludność;[osoba];POLSKA;Mężczyźni;93 lata;2006;3621
Ludność;[osoba];POLSKA;Mężczyźni;33 lata;2006;277015
Ludność;[osoba];POLSKA;Mężczyźni;28 lat;2006;310925
Ludność;[osoba];POLSKA;Mężczyźni;39 lat;2006;233972
Ludność;[osoba];POLSKA;Mężczyźni;22 lata;2006;342747
Ludność;[osoba];POLSKA;Kobiety;67 lat;2006;174568
Ludność;[osoba];POLSKA;Kobiety;6 lat;2006;183167
Ludność;[osoba];POLSKA;Kobiety;54 lata;2006;303568
Ludność;[osoba];POLSKA;Kobiety;49 lat;2006;315803
Ludność;[osoba];POLSKA;Kobiety;89 lat;2006;19415
Ludność;[osoba];POLSKA;Kobiety;83 lata;2006;88362
Ludność;[osoba];POLSKA;Kobiety;72 lata;2006;164539
Ludność;[osoba];POLSKA;Ogółem;52 lata;2006;598414
Ludność;[osoba];POLSKA;Ogółem;63 lata;2006;285816
Ludność;[osoba];POLSKA;Ogółem;58 lat;2006;501285
Ludność;[osoba];POLSKA;Ogółem;72 lata;2006;274401
Ludność;[osoba];POLSKA;Ogółem;78 lat;2006;210809
Ludność;[osoba];POLSKA;Ogółem;67 lat;2006;305405
Ludność;[osoba];POLSKA;Mężczyźni;50 lat;2006;302215
Ludność;[osoba];POLSKA;Mężczyźni;45 lat;2006;259965
Ludność;[osoba];POLSKA;Ogółem;22 lata;2006;673686
Ludność;[osoba];POLSKA;Ogółem;17 lat;2006;554633
Ludność;[osoba];POLSKA;Ogółem;11 lat;2006;438302
Ludność;[osoba];POLSKA;Mężczyźni;99 lat;2006;402
Ludność;[osoba];POLSKA;Kobiety;71 lat;2006;170633
Ludność;[osoba];POLSKA;Ogółem;95 lat;2006;7927
Ludność;[osoba];POLSKA;Ogółem;9 lat;2006;406943
Ludność;[osoba];POLSKA;Ogółem;42 lata;2006;486899
Ludność;[osoba];POLSKA;Ogółem;59 lat;2006;465568
Ludność;[osoba];POLSKA;Kobiety;63 lata;2006;157374
Ludność;[osoba];POLSKA;Mężczyźni;65 lat;2006;130010
Ludność;[osoba];POLSKA;Mężczyźni;81 lat;2006;51365
Ludność;[osoba];POLSKA;Mężczyźni;76 lat;2006;94964
